     1.06000    -0.50000    -0.07161
     1.07000    -0.50000    -0.07357
     1.08000    -0.50000    -0.07568
     1.09000    -0.50000    -0.07746
     1.10000    -0.50000    -0.07944
     1.00000    -0.40000    -0.45758
     1.01000    -0.40000    -0.05675
     1.02000    -0.40000    -0.05648
     1.03000    -0.40000    -0.05748
     1.04000    -0.40000    -0.05888
     1.05000    -0.40000    -0.06021
     1.06000    -0.40000    -0.06179
     1.07000    -0.40000    -0.06358
     1.08000    -0.40000    -0.06522
     1.09000    -0.40000    -0.06685
     1.10000    -0.40000    -0.06857
     1.00000    -0.30000    -0.37982
     1.01000    -0.30000    -0.04680
     1.02000    -0.30000    -0.04637
     1.03000    -0.30000    -0.04689
     1.04000    -0.30000    -0.04815
     1.05000    -0.30000    -0.04892
     1.06000    -0.30000    -0.05018
     1.07000    -0.30000    -0.05146
     1.08000    -0.30000    -0.05303
     1.09000    -0.30000    -0.05428
     1.10000    -0.30000    -0.05580
     1.00000    -0.20000    -0.03515
     1.01000    -0.20000    -0.03414
     1.02000    -0.20000    -0.03442
     1.03000    -0.20000    -0.03473
     1.04000    -0.20000    -0.03548
     1.05000    -0.20000    -0.03577
     1.06000    -0.20000    -0.03686
     1.07000    -0.20000    -0.03791
     1.08000    -0.20000    -0.03856
     1.09000    -0.20000    -0.03998
     1.10000    -0.20000    -0.04059
     1.00000    -0.10000    -0.01989
     1.01000    -0.10000    -0.02018
     1.02000    -0.10000    -0.02009
     1.03000    -0.10000    -0.01898
     1.04000    -0.10000    -0.01968
     1.05000    -0.10000    -0.01983
     1.06000    -0.10000    -0.02091
     1.07000    -0.10000    -0.02112
     1.08000    -0.10000    -0.02132
     1.09000    -0.10000    -0.02233
     1.10000    -0.10000    -0.02250
     1.00000     0.00000    -0.00155
     1.01000     0.00000    -0.00153
     1.02000     0.00000    -0.00107
     1.03000     0.00000    -0.00091
     1.04000     0.00000    -0.00073
     1.05000     0.00000    -0.00085
     1.06000     0.00000    -0.00089
     1.07000     0.00000    -0.00118
     1.08000     0.00000    -0.00073
     1.09000     0.00000    -0.00072
     1.10000     0.00000    -0.00064
     1.00000     0.10000     0.36298
     1.01000     0.10000     0.02185
     1.02000     0.10000     0.02226
     1.03000     0.10000     0.02207
     1.04000     0.10000     0.02255
     1.05000     0.10000     0.02302
     1.06000     0.10000     0.02398
     1.07000     0.10000     0.02466
     1.08000     0.10000     0.02497
     1.09000     0.10000     0.02584
     1.10000     0.10000     0.02636
     1.00000     0.20000     0.52962
     1.01000     0.20000     0.38798
     1.02000     0.20000     0.05063
     1.03000     0.20000     0.05132
     1.04000     0.20000     0.05230
     1.05000     0.20000     0.05364
     1.06000     0.20000     0.05545
     1.07000     0.20000     0.05651
     1.08000     0.20000     0.05768
     1.09000     0.20000     0.05871
     1.10000     0.20000     0.06047
     1.00000     0.30000     0.73838
     1.01000     0.30000     0.53300
     1.02000     0.30000     0.09220
     1.03000     0.30000     0.09153
     1.04000     0.30000     0.09274
     1.05000     0.30000     0.09421
     1.06000     0.30000     0.09611
     1.07000     0.30000     0.09799
     1.08000     0.30000     0.10123
     1.09000     0.30000     0.10322
     1.10000     0.30000     0.10482
     1.00000     0.40000     0.82119
     1.01000     0.40000     0.15091
     1.02000     0.40000     0.14788
     1.03000     0.40000     0.14605
     1.04000     0.40000     0.14661
     1.05000     0.40000     0.15008
     1.06000     0.40000     0.15202
     1.07000     0.40000     0.15471
     1.08000     0.40000     0.15815
     1.09000     0.40000     0.16164
     1.10000     0.40000     0.16575
     1.00000     0.50000     0.86547
     1.01000     0.50000     0.63996
     1.02000     0.50000     0.22685
     1.03000     0.50000     0.22431
     1.04000     0.50000     0.22383
     1.05000     0.50000     0.22823
     1.06000     0.50000     0.23162
     1.07000     0.50000     0.23641
     1.08000     0.50000     0.24041
     1.09000     0.50000     0.24535
     1.10000     0.50000     0.25053
     1.00000     0.60000     0.85738
     1.01000     0.60000     0.53780
     1.02000     0.60000     0.41323
     1.03000     0.60000     0.35381
     1.04000     0.60000     0.35317
     1.05000     0.60000     0.34362
     1.06000     0.60000     0.34865
     1.07000     0.60000     0.35464
     1.08000     0.60000     0.35809
     1.09000     0.60000     0.36533
     1.10000     0.60000     0.37002
     1.00000     0.70000     0.84189
     1.01000     0.70000     0.66722
     1.02000     0.70000     0.54118
     1.03000     0.70000     0.52596
     1.04000     0.70000     0.51804
     1.05000     0.70000     0.52167
     1.06000     0.70000     0.52038
     1.07000     0.70000     0.52763
     1.08000     0.70000     0.53343
     1.09000     0.70000     0.54180
     1.10000     0.70000     0.54472
     1.00000     0.80000     0.86802
     1.01000     0.80000     0.81017
     1.02000     0.80000     0.77065
     1.03000     0.80000     0.76437
     1.04000     0.80000     0.74716
     1.05000     0.80000     0.74969
     1.06000     0.80000     0.75118
     1.07000     0.80000     0.74940
     1.08000     0.80000     0.75418
     1.09000     0.80000     0.75759
     1.10000     0.80000     0.76011
     1.00000     0.90000     0.92984
     1.01000     0.90000     0.92366
     1.02000     0.90000     0.92247
     1.03000     0.90000     0.92149
     1.04000     0.90000     0.91950
     1.05000     0.90000     0.92095
     1.06000     0.90000     0.92214
     1.07000     0.90000     0.92271
     1.08000     0.90000     0.92412
     1.09000     0.90000     0.92632
     1.10000     0.90000     0.92736
